Description from OCISG 	Log2(Fold Change) from OCISG 	Type I IFN in human fibroblast cells(Main Label)	Type I IFN systems	Type II IFN systems	Type III IFN systems	HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
Not_differentially_expressed	-0.33	Refined nonISG	NonISG	Other	Other	HGNC:15763	NM_006466	NP_006457	ENST00000377603	POLR3F	10621	ENSG00000132664
Up_regulated	0.72	Refined ISG	ISG	ISG	Other	HGNC:7644	NM_002482	NP_002473	ENST00000350030	NASP	4678	ENSG00000132780
Up_regulated	1.98	Refined ISG	ISG	ISG	NonISG	HGNC:15879	NM_030877	NP_110517	ENST00000361383	CTNNBL1	56259	ENSG00000132792
Up_regulated	0.56	Refined ISG	Other	Other	Other	HGNC:20294	NM_005800	NP_005791	ENST00000255304	USPL1	10208	ENSG00000132952
Up_regulated	0.57	Refined ISG	ISG	ISG	NonISG	HGNC:20330	NM_015932	NP_057016	ENST00000380842	POMP	51371	ENSG00000132963
Not_differentially_expressed	0.05	Refined nonISG	Other	Other	Other	HGNC:19429	NM_173854	NP_776253	ENST00000367137	SLC41A1	254428	ENSG00000133065
Not_differentially_expressed	-0.22	Refined nonISG	NonISG	NonISG	Other	HGNC:18621	NM_020751	NP_065802	ENST00000455146	COG6	57511	ENSG00000133103
Up_regulated	1.43	Refined ISG	ISG	ISG	Other	HGNC:24437	NM_018235	NP_060705	ENST00000324262	CNDP2	55748	ENSG00000133313
Up_regulated	3.42	Refined ISG	ISG	ISG	Other	HGNC:9869	NM_004585	NP_004576	ENST00000255688	PLAAT4	5920	ENSG00000133321
Up_regulated	6.88	Refined ISG	ISG	ISG	NonISG	HGNC:17824	NM_017878	NP_060348	ENST00000255695	PLAAT2	54979	ENSG00000133328
Up_regulated	3.62	Refined ISG	ISG	ISG	Other	HGNC:18486	NM_178140	NP_835260	ENST00000438447	PDZD2	23037	ENSG00000133401
Not_differentially_expressed	-0.1	Refined nonISG	NonISG	ISG	NonISG	HGNC:6512	NM_020117	NP_064502	ENST00000394434	LARS1	51520	ENSG00000133706
Up_regulated	1.95	Refined ISG	ISG	ISG	Other	HGNC:21147	NM_024787	NP_079063	ENST00000256257	RNF122	79845	ENSG00000133874
Not_differentially_expressed	-0.1	Refined nonISG	NonISG	Other	Other	HGNC:4635	NM_000849	NP_000840	ENST00000361066	GSTM3	2947	ENSG00000134202
Up_regulated	0.39	Refined ISG	ISG	ISG	NonISG	HGNC:654	NM_001659	NP_001650	ENST00000256682	ARF3	377	ENSG00000134287
Not_differentially_expressed	-0.13	Refined nonISG	Other	Other	Other	HGNC:31723	NM_032933	NP_116322	ENST00000383233	TMEM241	85019	ENSG00000134490
Up_regulated	0.66	Refined ISG	ISG	ISG	Other	HGNC:3333	NM_001423	NP_001414	ENST00000256951	EMP1	2012	ENSG00000134531
Up_regulated	0.41	Refined ISG	ISG	ISG	Other	HGNC:123	NM_001610	NP_001601	ENST00000672073	ACP2	53	ENSG00000134575
Not_differentially_expressed	0	Refined nonISG	NonISG	Other	Other	HGNC:2569	NM_001078171	NP_001071639	ENST00000257013	RTL8C	8933	ENSG00000134590
Up_regulated	1.15	Refined ISG	ISG	ISG	Other	HGNC:18444	NM_152431	NP_689644	ENST00000299001	PIWIL4	143689	ENSG00000134627
Not_differentially_expressed	-0.27	Refined nonISG	NonISG	Other	NonISG	HGNC:14629	NM_001256875	NP_001243804	ENST00000373055	CDCA8	55143	ENSG00000134690
Up_regulated	3.56	Refined ISG	ISG	ISG	Other	HGNC:2634	NM_000775	NP_000766	ENST00000371204	CYP2J2	1573	ENSG00000134716
Up_regulated	1.25	Refined ISG	ISG	ISG	NonISG	HGNC:17765	NM_016271	NP_057355	ENST00000261593	RNF138	51444	ENSG00000134758
Down_regulated (IRG)	-0.46	Refined nonISG	NonISG	Other	NonISG	HGNC:16034	NM_017693	NP_060163	ENST00000257336	BIVM	54841	ENSG00000134897
Not_differentially_expressed	0.2	Refined nonISG	NonISG	NonISG	Other	HGNC:8510	NM_012383	NP_036515	ENST00000346234	OSTF1	26578	ENSG00000134996
Up_regulated	0.5	Refined ISG	ISG	ISG	NonISG	HGNC:2537	NM_001912	NP_001903	ENST00000343150	CTSL	1514	ENSG00000135047
Up_regulated	2.51	Refined ISG	ISG	ISG	Other	HGNC:18437	NM_032782	NP_116171	ENST00000307851	HAVCR2	84868	ENSG00000135077
Up_regulated	2.51	Refined ISG	Other	Other	Other	HGNC:24808	NM_006700	NP_006691	ENST00000412615	TRAFD1	10906	ENSG00000135148
Up_regulated	1.07	Refined ISG	Other	Other	Other	HGNC:21754	NM_032936	NP_116325	ENST00000257663	TMEM60	85025	ENSG00000135211
Up_regulated	0.43	Refined ISG	ISG	ISG	Other	HGNC:8021	NM_002526	NP_002517	ENST00000257770	NT5E	4907	ENSG00000135318
Up_regulated	3.63	Refined ISG	ISG	ISG	Other	HGNC:6642	NM_005574	NP_005565	ENST00000257818	LMO2	4005	ENSG00000135363
Up_regulated	3.23	Refined ISG	ISG	ISG	Other	HGNC:30799	NM_024081	NP_076986	ENST00000257836	PRRG4	79056	ENSG00000135378
Up_regulated	0.79	Refined ISG	ISG	ISG	Other	HGNC:172	NM_004302	NP_004293	ENST00000257963	ACVR1B	91	ENSG00000135503
Not_differentially_expressed	0.2	Refined nonISG	NonISG	Other	Other	HGNC:16994	NM_006812	NP_006803	ENST00000315970	OS9	10956	ENSG00000135506
Up_regulated	4.13	Refined ISG	Other	Other	Other	HGNC:11429	NM_003764	NP_003755	ENST00000367568	STX11	8676	ENSG00000135604
Up_regulated	1.26	Refined ISG	Other	Other	Other	HGNC:12613	NM_001252078	NP_001239007	ENST00000280377	USP15	9958	ENSG00000135655
Not_differentially_expressed	-0.36	Refined nonISG	NonISG	Other	Other	HGNC:6546	NM_007357	NP_031383	ENST00000366669	COG2	22796	ENSG00000135775
Up_regulated	0.41	Refined ISG	ISG	ISG	Other	HGNC:16784	NM_052966	NP_443198	ENST00000367511	NIBAN1	116496	ENSG00000135842
Down_regulated (IRG)	-0.96	Refined nonISG	NonISG	Other	Other	HGNC:18242	NM_018171	NP_060641	ENST00000258530	APPL2	55198	ENSG00000136044
Up_regulated	2.64	Refined ISG	Other	Other	Other	HGNC:17754	NM_018676	NP_061146	ENST00000258613	THSD1	55901	ENSG00000136114
Up_regulated	1.04	Refined ISG	ISG	ISG	Other	HGNC:17024	NM_001040443	NP_001035533	ENST00000378319	PHF11	51131	ENSG00000136147
Up_regulated	1.14	Refined ISG	ISG	Other	Other	HGNC:17423	NM_018641	NP_061111	ENST00000618655	CHST12	55501	ENSG00000136213
Up_regulated	1.16	Refined ISG	Other	Other	Other	HGNC:12949	NM_007146	NP_009077	ENST00000581208	VEZF1	7716	ENSG00000136451
Up_regulated	0.53	Refined ISG	Other	Other	Other	HGNC:11562	NM_001199135	NP_001186064	ENST00000392749	TANK	10010	ENSG00000136560
Up_regulated	0.79	Refined ISG	ISG	ISG	NonISG	HGNC:4978	NM_021958	NP_068777	ENST00000366903	HLX	3142	ENSG00000136630
Up_regulated	0.95	Refined ISG	Other	Other	Other	HGNC:10439	NM_012424	NP_036556	ENST00000366960	RPS6KC1	26750	ENSG00000136643
Not_differentially_expressed	-0.21	Refined nonISG	NonISG	NonISG	Other	HGNC:24932	NM_016520	NP_057604	ENST00000372447	C9orf78	51759	ENSG00000136819
Up_regulated	1.41	Refined ISG	Other	Other	Other	HGNC:11432	NM_017919	NP_060389	ENST00000259400	STX17	55014	ENSG00000136874
Down_regulated (IRG)	-0.54	Refined nonISG	Other	Other	Other	HGNC:25988	NM_017746	NP_060216	ENST00000374902	TEX10	54881	ENSG00000136891
Up_regulated	4.8	Refined ISG	ISG	ISG	Other	HGNC:4376	NM_006877	NP_006868	ENST00000259727	GMPR	2766	ENSG00000137198
Up_regulated	1.26	Refined ISG	ISG	ISG	Other	HGNC:21077	NM_015050	NP_055865	ENST00000373451	CMTR1	23070	ENSG00000137200
Up_regulated	2.32	Refined ISG	ISG	ISG	NonISG	HGNC:6119	NM_002460	NP_002451	ENST00000380956	IRF4	3662	ENSG00000137265
Up_regulated	1.75	Refined ISG	ISG	ISG	Other	HGNC:10019	NM_001354930	NP_001341859	ENST00000259808	RIPK1	8737	ENSG00000137275
Not_differentially_expressed	-0.4	Refined nonISG	NonISG	NonISG	Other	HGNC:26752	NM_001300975	NP_001287904	ENST00000533342	ANKRD42	338699	ENSG00000137494
Up_regulated	3.93	Refined ISG	ISG	ISG	NonISG	HGNC:5987	NM_001039660	NP_001034749	ENST00000393703	IL18BP	10068	ENSG00000137496
Up_regulated	3.85	Refined ISG	ISG	ISG	Other	HGNC:25942	NM_017631	NP_060101	ENST00000393743	DDX60	55601	ENSG00000137628
Not_differentially_expressed	0.02	Refined nonISG	NonISG	NonISG	Other	HGNC:3638	NM_004109	NP_004100	ENST00000260270	FDX1	2230	ENSG00000137714
Up_regulated	2.8	Refined ISG	ISG	ISG	Other	HGNC:1499	NM_001257118	NP_001244047	ENST00000533400	CASP1	834	ENSG00000137752
Down_regulated (IRG)	-0.51	Refined nonISG	NonISG	Other	Other	HGNC:29536	NM_014994	NP_055809	ENST00000457542	MAPKBP1	23005	ENSG00000137802
Up_regulated	2.52	Refined ISG	Other	Other	Other	HGNC:26269	NM_024956	NP_079232	ENST00000260403	TMEM62	80021	ENSG00000137842
Up_regulated	3.13	Refined ISG	Other	Other	Other	HGNC:15680	NM_016642	NP_057726	ENST00000320955	SPTBN5	51332	ENSG00000137877
Up_regulated	1.28	Refined ISG	ISG	ISG	Other	HGNC:4648	NM_001514	NP_001505	ENST00000370500	GTF2B	2959	ENSG00000137947
Not_differentially_expressed	-0.25	Refined nonISG	NonISG	NonISG	Other	HGNC:9356	NM_013388	NP_037520	ENST00000260643	PREB	10113	ENSG00000138073
Up_regulated	0.46	Refined ISG	ISG	ISG	Other	HGNC:3656	NM_013451	NP_038479	ENST00000359263	MYOF	26509	ENSG00000138119
Up_regulated	1.86	Refined ISG	ISG	ISG	Other	HGNC:1907	NM_003956	NP_003947	ENST00000371852	CH25H	9023	ENSG00000138135
Not_differentially_expressed	-0.07	Refined nonISG	NonISG	Other	NonISG	HGNC:1161	NM_018131	NP_060601	ENST00000371485	CEP55	55165	ENSG00000138180
Up_regulated	1.04	Refined ISG	Other	Other	Other	HGNC:11365	NM_003151	NP_003142	ENST00000392320	STAT4	6775	ENSG00000138378
Down_regulated (IRG)	-0.6	Refined nonISG	NonISG	ISG	NonISG	HGNC:14440	NM_173511	NP_775782	ENST00000392238	FAM117B	150864	ENSG00000138439
Up_regulated	7.98	Refined ISG	ISG	ISG	Other	HGNC:24368	NM_016323	NP_057407	ENST00000264350	HERC5	51191	ENSG00000138646
Not_differentially_expressed	-0.03	Refined nonISG	NonISG	Other	Other	HGNC:1077	NM_001203	NP_001194	ENST00000515059	BMPR1B	658	ENSG00000138696
Up_regulated	0.95	Refined ISG	Other	Other	Other	HGNC:1665	NM_005506	NP_005497	ENST00000264896	SCARB2	950	ENSG00000138760
Not_differentially_expressed	0.22	Refined nonISG	Other	Other	Other	HGNC:30422	NM_020859	NP_065910	ENST00000296043	SHROOM3	57619	ENSG00000138771
Up_regulated	1.12	Refined ISG	ISG	Other	Other	HGNC:25067	NM_020395	NP_065128	ENST00000340139	INTS12	57117	ENSG00000138785
Up_regulated	0.59	Refined ISG	ISG	ISG	Other	HGNC:24649	NM_018638	NP_061108	ENST00000266517	ETNK1	55500	ENSG00000139163
Up_regulated	0.52	Refined ISG	ISG	ISG	Other	HGNC:21265	NM_016546	NP_057630	ENST00000266542	C1RL	51279	ENSG00000139178
Up_regulated	1.44	Refined ISG	ISG	ISG	Other	HGNC:3072	NM_001946	NP_001937	ENST00000279488	DUSP6	1848	ENSG00000139318
Up_regulated	1.19	Refined ISG	Other	Other	Other	HGNC:30404	NM_001304993	NP_001291922	ENST00000403593	SDSL	113675	ENSG00000139410
Up_regulated	1.91	Refined ISG	Other	Other	Other	HGNC:11460	NM_001032386	NP_001027558	ENST00000266971	SUOX	6821	ENSG00000139531
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	NonISG	Other	HGNC:28412	NM_024068	NP_076973	ENST00000267023	NABP2	79035	ENSG00000139579
Not_differentially_expressed	-0.25	Refined nonISG	Other	Other	Other	HGNC:27465	NM_001004304	NP_001004304	ENST00000416904	ZNF740	283337	ENSG00000139651
Up_regulated	2.86	Refined ISG	ISG	ISG	Other	HGNC:18260	NM_017817	NP_060287	ENST00000267328	RAB20	55647	ENSG00000139832
Down_regulated (IRG)	-0.65	Refined nonISG	NonISG	NonISG	NonISG	HGNC:7886	NM_002515	NP_002506	ENST00000539517	NOVA1	4857	ENSG00000139910
Not_differentially_expressed	-0.38	Refined nonISG	NonISG	Other	NonISG	HGNC:20126	NM_174891	NP_777551	ENST00000547315	CLBA1	122616	ENSG00000140104
Up_regulated	1.57	Refined ISG	ISG	ISG	NonISG	HGNC:28571	NM_153374	NP_699205	ENST00000267838	LYSMD2	256586	ENSG00000140280
Not_differentially_expressed	-0.44	Refined nonISG	NonISG	NonISG	NonISG	HGNC:29153	NM_014952	NP_055767	ENST00000416165	BAHD1	22893	ENSG00000140320
Down_regulated (IRG)	-0.63	Refined nonISG	NonISG	Other	Other	HGNC:5001	NM_001304504	NP_001291433	ENST00000336216	HMG20A	10363	ENSG00000140382
Up_regulated	1.07	Refined ISG	ISG	ISG	NonISG	HGNC:13519	NM_022566	NP_072088	ENST00000267984	TLNRD1	59274	ENSG00000140406
Down_regulated (IRG)	-1.44	Refined nonISG	NonISG	ISG	Other	HGNC:28087	NM_183376	NP_899232	ENST00000268042	ARRDC4	91947	ENSG00000140450
Up_regulated	2.81	Refined ISG	ISG	ISG	ISG	HGNC:9113	NM_033238	NP_150241	ENST00000268058	PML	5371	ENSG00000140464
Not_differentially_expressed	0.16	Refined nonISG	Other	Other	Other	HGNC:17718	NM_014300	NP_055115	ENST00000268220	SEC11A	23478	ENSG00000140612
Not_differentially_expressed	-0.34	Refined nonISG	NonISG	Other	Other	HGNC:24678	NM_001080432	NP_001073901	ENST00000471389	FTO	79068	ENSG00000140718
Not_differentially_expressed	0.09	Refined nonISG	NonISG	Other	NonISG	HGNC:17211	NM_014003	NP_054722	ENST00000268482	DHX38	9785	ENSG00000140829
Not_differentially_expressed	0.03	Refined nonISG	NonISG	Other	Other	HGNC:15456	NM_003791	NP_003782	ENST00000343411	MBTPS1	8720	ENSG00000140943
Not_differentially_expressed	0.11	Refined nonISG	Other	Other	Other	HGNC:30381	NM_138355	NP_612364	ENST00000290216	SCRN2	90507	ENSG00000141295
Up_regulated	0.82	Refined ISG	ISG	ISG	Other	HGNC:16398	NM_080597	NP_542164	ENST00000319481	OSBPL1A	114876	ENSG00000141447
Up_regulated	0.79	Refined ISG	ISG	ISG	Other	HGNC:24326	NM_013326	NP_037458	ENST00000269221	RMC1	29919	ENSG00000141452
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	Other	Other	HGNC:712	NM_004313	NP_004304	ENST00000269260	ARRB2	409	ENSG00000141480
Up_regulated	2.63	Refined ISG	Other	Other	Other	HGNC:10707	NM_003004	NP_002995	ENST00000269389	SECTM1	6398	ENSG00000141574
Up_regulated	1.61	Refined ISG	ISG	ISG	Other	HGNC:1554	NM_003655	NP_003646	ENST00000269397	CBX4	8535	ENSG00000141582
Not_differentially_expressed	0.35	Refined nonISG	NonISG	Other	Other	HGNC:6878	NM_002747	NP_002738	ENST00000400384	MAPK4	5596	ENSG00000141639
Not_differentially_expressed	-0.25	Refined nonISG	Other	Other	Other	HGNC:1544	NM_182511	NP_872317	ENST00000269503	CBLN2	147381	ENSG00000141668
Not_differentially_expressed	-0.04	Refined nonISG	NonISG	NonISG	NonISG	HGNC:28300	NM_052935	NP_443167	ENST00000435506	NT5C3B	115024	ENSG00000141698
Up_regulated	0.32	Refined ISG	ISG	ISG	Other	HGNC:5473	NM_001552	NP_001543	ENST00000269593	IGFBP4	3487	ENSG00000141753
Not_differentially_expressed	0.41	Refined nonISG	Other	Other	Other	HGNC:25058	NM_033513	NP_277048	ENST00000359315	TPGS1	91978	ENSG00000141933
Up_regulated	0.6	Refined ISG	ISG	ISG	Other	HGNC:25153	NM_138401	NP_612410	ENST00000317040	MVB12A	93343	ENSG00000141971
Up_regulated	1.07	Refined ISG	ISG	ISG	ISG	HGNC:5414	NM_021034	NP_066362	ENST00000399808	IFITM3	10410	ENSG00000142089
Not_differentially_expressed	-0.41	Refined nonISG	NonISG	Other	Other	HGNC:13201	NM_030957	NP_112219	ENST00000597188	ADAMTS10	81794	ENSG00000142303
Up_regulated	0.49	Refined ISG	ISG	ISG	Other	HGNC:9965	NM_001042681	NP_001036146	ENST00000400908	RERE	473	ENSG00000142599
Up_regulated	0.55	Refined ISG	ISG	ISG	Other	HGNC:26604	NM_153213	NP_694945	ENST00000270747	ARHGEF19	128272	ENSG00000142632
Not_differentially_expressed	0.24	Refined nonISG	NonISG	Other	Other	HGNC:26679	NM_152372	NP_689585	ENST00000374434	MYOM3	127294	ENSG00000142661
Up_regulated	3.15	Refined ISG	ISG	ISG	Other	HGNC:13700	NM_021258	NP_067081	ENST00000270800	IL22RA1	58985	ENSG00000142677
Not_differentially_expressed	0.07	Refined nonISG	Other	Other	Other	HGNC:19168	NM_022164	NP_071447	ENST00000271064	TINAGL1	64129	ENSG00000142910
Up_regulated	1.21	Refined ISG	ISG	ISG	NonISG	HGNC:6644	NM_006769	NP_006760	ENST00000370544	LMO4	8543	ENSG00000143013
Not_differentially_expressed	-0.04	Refined nonISG	NonISG	Other	NonISG	HGNC:9280	NM_001122764	NP_001116236	ENST00000367999	PPOX	5498	ENSG00000143224
Not_differentially_expressed	0.36	Refined nonISG	NonISG	ISG	NonISG	HGNC:10001	NM_003617	NP_003608	ENST00000313961	RGS5	8490	ENSG00000143248
Not_differentially_expressed	-0.21	Refined nonISG	NonISG	Other	Other	HGNC:4856	NM_004494	NP_004485	ENST00000357325	HDGF	3068	ENSG00000143321
Not_differentially_expressed	-0.38	Refined nonISG	NonISG	ISG	Other	HGNC:19194	NM_031935	NP_114141	ENST00000271588	HMCN1	83872	ENSG00000143341
Up_regulated	1.55	Refined ISG	ISG	ISG	Other	HGNC:6943	NM_021960	NP_068779	ENST00000369026	MCL1	4170	ENSG00000143384
Up_regulated	0.46	Refined ISG	Other	Other	Other	HGNC:12012	NM_152263	NP_689476	ENST00000651641	TPM3	7170	ENSG00000143549
Not_differentially_expressed	0.11	Refined nonISG	NonISG	Other	Other	HGNC:18854	NM_001255978	NP_001242907	ENST00000368607	CREB3L4	148327	ENSG00000143578
Not_differentially_expressed	-0.44	Refined nonISG	NonISG	NonISG	NonISG	HGNC:19032	NM_024319	NP_077295	ENST00000272139	C1orf35	79169	ENSG00000143793
Not_differentially_expressed	0.19	Refined nonISG	Other	Other	Other	HGNC:12778	NM_003395	NP_003386	ENST00000272164	WNT9A	7483	ENSG00000143816
Up_regulated	0.72	Refined ISG	ISG	ISG	Other	HGNC:24063	NM_138801	NP_620156	ENST00000272252	GALM	130589	ENSG00000143891
Up_regulated	1.18	Refined ISG	ISG	ISG	Other	HGNC:9840	NM_002881	NP_002872	ENST00000272519	RALB	5899	ENSG00000144118
Down_regulated (IRG)	-0.95	Refined nonISG	Other	Other	Other	HGNC:10946	NM_005415	NP_005406	ENST00000272542	SLC20A1	6574	ENSG00000144136
Not_differentially_expressed	-0.18	Refined nonISG	Other	Other	Other	HGNC:20376	NM_182760	NP_877437	ENST00000272902	SUMF1	285362	ENSG00000144455
Not_differentially_expressed	0.01	Refined nonISG	Other	Other	Other	HGNC:19184	NM_052902	NP_443134	ENST00000456909	STK11IP	114790	ENSG00000144589
Up_regulated	5.51	Refined ISG	ISG	Other	Other	HGNC:23841	NM_001080423	NP_001073892	ENST00000621039	GRIP2	80852	ENSG00000144596
Up_regulated	1.94	Refined ISG	ISG	ISG	Other	HGNC:14300	NM_033027	NP_149016	ENST00000273153	CSRNP1	64651	ENSG00000144655
Not_differentially_expressed	-0.39	Refined nonISG	Other	Other	Other	HGNC:26054	NM_017875	NP_060345	ENST00000650617	SLC25A38	54977	ENSG00000144659
Down_regulated (IRG)	-0.63	Refined nonISG	NonISG	NonISG	Other	HGNC:29112	NM_001134382	NP_001127854	ENST00000613206	IQSEC1	9922	ENSG00000144711
Up_regulated	1.42	Refined ISG	ISG	ISG	Other	HGNC:29805	NM_031419	NP_113607	ENST00000326172	NFKBIZ	64332	ENSG00000144802
Not_differentially_expressed	-0.17	Refined nonISG	Other	Other	Other	HGNC:12333	NM_001251845	NP_001238774	ENST00000476941	TRPC1	7220	ENSG00000144935
Up_regulated	2.2	Refined ISG	ISG	ISG	Other	HGNC:28991	NM_014687	NP_055502	ENST00000296343	RUBCN	9711	ENSG00000145016
Not_differentially_expressed	0.02	Refined nonISG	Other	Other	Other	HGNC:28403	NM_001134665	NP_001128137	ENST00000394876	TRMT10A	93587	ENSG00000145331
Up_regulated	1.15	Refined ISG	ISG	ISG	Other	HGNC:1462	NM_001321571	NP_001308500	ENST00000511664	CAMK2D	817	ENSG00000145349
Not_differentially_expressed	-0.17	Refined nonISG	NonISG	Other	Other	HGNC:1757	NM_004934	NP_004925	ENST00000382275	CDH18	1016	ENSG00000145526
Up_regulated	0.48	Refined ISG	ISG	ISG	Other	HGNC:7593	NM_012334	NP_036466	ENST00000513610	MYO10	4651	ENSG00000145555
Up_regulated	0.43	Refined ISG	ISG	ISG	Other	HGNC:8507	NM_003999	NP_003990	ENST00000274276	OSMR	9180	ENSG00000145623
Up_regulated	0.69	Refined ISG	ISG	ISG	NonISG	HGNC:16933	NM_020177	NP_064562	ENST00000274457	FEM1C	56929	ENSG00000145780
Down_regulated (IRG)	-0.54	Refined nonISG	Other	Other	Other	HGNC:21066	NM_016495	NP_057579	ENST00000379300	TBC1D7	51256	ENSG00000145979
Up_regulated	2.87	Refined ISG	Other	Other	Other	HGNC:18067	NM_145176	NP_660159	ENST00000275230	SLC2A12	154091	ENSG00000146411
Up_regulated	1.2	Refined ISG	ISG	ISG	Other	HGNC:11697	NM_006519	NP_006510	ENST00000367089	DYNLT1	6993	ENSG00000146425
Up_regulated	3.86	Refined ISG	Other	Other	Other	HGNC:21870	NM_018295	NP_060765	ENST00000275767	TMEM140	55281	ENSG00000146859
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	Other	Other	HGNC:28226	NM_032336	NP_115712	ENST00000276533	GINS4	84296	ENSG00000147536
Not_differentially_expressed	-0.43	Refined nonISG	Other	Other	Other	HGNC:26011	NM_001099754	NP_001093224	ENST00000276646	SYBU	55638	ENSG00000147642
Not_differentially_expressed	0.24	Refined nonISG	NonISG	Other	Other	HGNC:17376	NM_016282	NP_057366	ENST00000381809	AK3	50808	ENSG00000147853
Not_differentially_expressed	-0.06	Refined nonISG	Other	Other	Other	HGNC:8157	NM_005866	NP_005857	ENST00000277010	SIGMAR1	10280	ENSG00000147955
Up_regulated	1.28	Refined ISG	Other	Other	Other	HGNC:3383	NM_004099	NP_004090	ENST00000286713	STOM	2040	ENSG00000148175
Not_differentially_expressed	-0.08	Refined nonISG	NonISG	Other	Other	HGNC:16744	NM_001131016	NP_001124488	ENST00000372938	CIZ1	25792	ENSG00000148337
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	Other	Other	HGNC:27849	NM_183241	NP_899064	ENST00000371620	PAXX	286257	ENSG00000148362
Not_differentially_expressed	-0.21	Refined nonISG	NonISG	Other	NonISG	HGNC:21474	NM_019892	NP_063945	ENST00000371712	INPP5E	56623	ENSG00000148384
Not_differentially_expressed	-0.17	Refined nonISG	Other	Other	Other	HGNC:19081	NM_033396	NP_203754	ENST00000358252	TNKS1BP1	85456	ENSG00000149115
Not_differentially_expressed	0.01	Refined nonISG	NonISG	Other	NonISG	HGNC:26938	NM_016401	NP_057485	ENST00000278483	HIKESHI	51501	ENSG00000149196
Up_regulated	1.34	Refined ISG	ISG	ISG	Other	HGNC:29129	NM_015036	NP_055851	ENST00000278505	ENDOD1	23052	ENSG00000149218
Not_differentially_expressed	-0.19	Refined nonISG	NonISG	Other	Other	HGNC:1482	NM_004055	NP_004046	ENST00000648180	CAPN5	726	ENSG00000149260
Not_differentially_expressed	0.03	Refined nonISG	NonISG	ISG	NonISG	HGNC:3574	NM_013402	NP_037534	ENST00000350997	FADS1	3992	ENSG00000149485
Not_differentially_expressed	-0.33	Refined nonISG	Other	Other	Other	HGNC:15867	NM_017798	NP_060268	ENST00000370339	YTHDF1	54915	ENSG00000149658
Up_regulated	1.59	Refined ISG	ISG	ISG	NonISG	HGNC:16263	NM_006779	NP_006770	ENST00000279249	CDC42EP2	10435	ENSG00000149798
Not_differentially_expressed	0	Refined nonISG	NonISG	Other	Other	HGNC:29248	NM_020776	NP_065827	ENST00000280020	KIAA1328	57536	ENSG00000150477
Up_regulated	1.23	Refined ISG	Other	Other	Other	HGNC:12682	NM_005429	NP_005420	ENST00000618562	VEGFC	7424	ENSG00000150630
Up_regulated	0.46	Refined ISG	Other	Other	Other	HGNC:10706	NM_014822	NP_055637	ENST00000280551	SEC24D	9871	ENSG00000150961
Up_regulated	0.76	Refined ISG	ISG	ISG	Other	HGNC:14254	NM_012118	NP_036250	ENST00000280614	NOCT	25819	ENSG00000151014
Down_regulated (IRG)	-0.61	Refined nonISG	Other	Other	Other	HGNC:26890	NM_153347	NP_699178	ENST00000280734	TMEM86A	144110	ENSG00000151117
Not_differentially_expressed	-0.01	Refined nonISG	NonISG	Other	Other	HGNC:2904	NM_004747	NP_004738	ENST00000372391	DLG5	9231	ENSG00000151208
Not_differentially_expressed	-0.14	Refined nonISG	NonISG	Other	Other	HGNC:16827	NM_006023	NP_006014	ENST00000281141	CDC123	8872	ENSG00000151465
Up_regulated	2.58	Refined ISG	Other	Other	Other	HGNC:26406	NM_144643	NP_653244	ENST00000281142	SCLT1	132320	ENSG00000151466
Up_regulated	1.54	Refined ISG	ISG	ISG	Other	HGNC:27025	NM_001099783	NP_001093253	ENST00000425929	C4orf33	132321	ENSG00000151470
Up_regulated	1.24	Refined ISG	ISG	ISG	Other	HGNC:18871	NM_172250	NP_758454	ENST00000649156	MMAA	166785	ENSG00000151611
Up_regulated	0.58	Refined ISG	ISG	Other	Other	HGNC:195	NM_003183	NP_003174	ENST00000310823	ADAM17	6868	ENSG00000151694
Up_regulated	0.74	Refined ISG	Other	Other	Other	HGNC:17795	NM_021818	NP_068590	ENST00000324679	SAV1	60485	ENSG00000151748
Up_regulated	0.47	Refined ISG	ISG	ISG	NonISG	HGNC:17272	NM_018451	NP_060921	ENST00000381884	CENPJ	55835	ENSG00000151849
Up_regulated	2.05	Refined ISG	ISG	ISG	NonISG	HGNC:26124	NM_024615	NP_078891	ENST00000281631	PARP8	79668	ENSG00000151883
Not_differentially_expressed	-0.43	Refined nonISG	NonISG	Other	Other	HGNC:33716	NM_205548	NP_991111	ENST00000282226	FAM151B	167555	ENSG00000152380
Up_regulated	1.03	Refined ISG	ISG	ISG	Other	HGNC:17512	NM_004272	NP_004263	ENST00000334082	HOMER1	9456	ENSG00000152413
Up_regulated	0.46	Refined ISG	ISG	Other	Other	HGNC:17642	NM_001033855	NP_001029027	ENST00000378278	DCLRE1C	64421	ENSG00000152457
Not_differentially_expressed	-0.08	Refined nonISG	NonISG	Other	Other	HGNC:1464	NM_001744	NP_001735	ENST00000282356	CAMK4	814	ENSG00000152495
Up_regulated	0.39	Refined ISG	Other	Other	Other	HGNC:30138	NM_052932	NP_443164	ENST00000398136	TMEM123	114908	ENSG00000152558
