Description from OCISG 	Log2(Fold Change) from OCISG 	Type I IFN in human fibroblast cells(Main Label)	Type I IFN systems	Type II IFN systems	Type III IFN systems	HGNC ID	RefSeqAcc	RefSeq	Canonical transcript	Approved symbol	NCBI gene ID	Ensembl gene ID
Up_regulated	0.69	Refined ISG	ISG	ISG	NonISG	HGNC:16933	NM_020177	NP_064562	ENST00000274457	FEM1C	56929	ENSG00000145780
Down_regulated (IRG)	-0.54	Refined nonISG	Other	Other	Other	HGNC:21066	NM_016495	NP_057579	ENST00000379300	TBC1D7	51256	ENSG00000145979
Not_differentially_expressed	-0.3	Refined nonISG	NonISG	Other	NonISG	HGNC:21406	NM_020320	NP_064716	ENST00000369536	RARS2	57038	ENSG00000146282
Up_regulated	2.87	Refined ISG	Other	Other	Other	HGNC:18067	NM_145176	NP_660159	ENST00000275230	SLC2A12	154091	ENSG00000146411
Up_regulated	1.2	Refined ISG	ISG	ISG	Other	HGNC:11697	NM_006519	NP_006510	ENST00000367089	DYNLT1	6993	ENSG00000146425
Up_regulated	3.86	Refined ISG	Other	Other	Other	HGNC:21870	NM_018295	NP_060765	ENST00000275767	TMEM140	55281	ENSG00000146859
Not_differentially_expressed	0.25	Refined nonISG	NonISG	Other	NonISG	HGNC:16982	NM_004225	NP_004216	ENST00000276282	MFHAS1	9258	ENSG00000147324
Up_regulated	1.4	Refined ISG	ISG	ISG	NonISG	HGNC:14600	NM_170587	NP_733466	ENST00000297313	RGS20	8601	ENSG00000147509
Not_differentially_expressed	-0.23	Refined nonISG	NonISG	Other	Other	HGNC:28226	NM_032336	NP_115712	ENST00000276533	GINS4	84296	ENSG00000147536
Not_differentially_expressed	-0.43	Refined nonISG	Other	Other	Other	HGNC:26011	NM_001099754	NP_001093224	ENST00000276646	SYBU	55638	ENSG00000147642
Not_differentially_expressed	-0.04	Refined nonISG	Other	Other	Other	HGNC:28583	NM_178565	NP_848660	ENST00000276659	RSPO2	340419	ENSG00000147655
Not_differentially_expressed	-0.04	Refined nonISG	NonISG	Other	Other	HGNC:7704	NM_005005	NP_004996	ENST00000276689	NDUFB9	4715	ENSG00000147684
Up_regulated	4.14	Refined ISG	ISG	ISG	Other	HGNC:7151	NM_031415	NP_113603	ENST00000276708	GSDMC	56169	ENSG00000147697
Not_differentially_expressed	0.24	Refined nonISG	NonISG	Other	Other	HGNC:17376	NM_016282	NP_057366	ENST00000381809	AK3	50808	ENSG00000147853
Not_differentially_expressed	-0.06	Refined nonISG	Other	Other	Other	HGNC:8157	NM_005866	NP_005857	ENST00000277010	SIGMAR1	10280	ENSG00000147955
Down_regulated (IRG)	-0.78	Refined nonISG	Other	Other	Other	HGNC:23685	NM_001012994	NP_001013012	ENST00000374232	SNX30	401548	ENSG00000148158
Up_regulated	1.28	Refined ISG	Other	Other	Other	HGNC:3383	NM_004099	NP_004090	ENST00000286713	STOM	2040	ENSG00000148175
Not_differentially_expressed	-0.08	Refined nonISG	NonISG	Other	Other	HGNC:16744	NM_001131016	NP_001124488	ENST00000372938	CIZ1	25792	ENSG00000148337
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	Other	Other	HGNC:27849	NM_183241	NP_899064	ENST00000371620	PAXX	286257	ENSG00000148362
Not_differentially_expressed	-0.21	Refined nonISG	NonISG	Other	NonISG	HGNC:21474	NM_019892	NP_063945	ENST00000371712	INPP5E	56623	ENSG00000148384
Not_differentially_expressed	-0.21	Refined nonISG	NonISG	Other	NonISG	HGNC:23332	NM_012071	NP_036203	ENST00000376836	COMMD3	23412	ENSG00000148444
Up_regulated	0.59	Refined ISG	ISG	ISG	Other	HGNC:259	NM_001124	NP_001115	ENST00000278175	ADM	133	ENSG00000148926
Not_differentially_expressed	-0.16	Refined nonISG	NonISG	NonISG	Other	HGNC:17581	NM_015957	NP_057041	ENST00000395787	APIP	51074	ENSG00000149089
Not_differentially_expressed	-0.17	Refined nonISG	Other	Other	Other	HGNC:19081	NM_033396	NP_203754	ENST00000358252	TNKS1BP1	85456	ENSG00000149115
Not_differentially_expressed	-0.17	Refined nonISG	Other	Other	Other	HGNC:11327	NM_003146	NP_003137	ENST00000278412	SSRP1	6749	ENSG00000149136
Not_differentially_expressed	0.01	Refined nonISG	NonISG	Other	NonISG	HGNC:26938	NM_016401	NP_057485	ENST00000278483	HIKESHI	51501	ENSG00000149196
Up_regulated	1.34	Refined ISG	ISG	ISG	Other	HGNC:29129	NM_015036	NP_055851	ENST00000278505	ENDOD1	23052	ENSG00000149218
Not_differentially_expressed	-0.19	Refined nonISG	NonISG	Other	Other	HGNC:1482	NM_004055	NP_004046	ENST00000648180	CAPN5	726	ENSG00000149260
Not_differentially_expressed	0.09	Refined nonISG	NonISG	Other	NonISG	HGNC:10420	NM_001005	NP_000996	ENST00000531188	RPS3	6188	ENSG00000149273
Not_differentially_expressed	0.03	Refined nonISG	NonISG	ISG	NonISG	HGNC:3574	NM_013402	NP_037534	ENST00000350997	FADS1	3992	ENSG00000149485
Not_differentially_expressed	0.04	Refined nonISG	NonISG	Other	NonISG	HGNC:3659	NM_005103	NP_005094	ENST00000278919	FEZ1	9638	ENSG00000149557
Up_regulated	0.39	Refined ISG	Other	Other	Other	HGNC:24272	NM_001040455	NP_001035545	ENST00000324225	SIDT2	51092	ENSG00000149577
Not_differentially_expressed	-0.32	Refined nonISG	Other	Other	Other	HGNC:16111	NM_080627	NP_542194	ENST00000237536	SOGA1	140710	ENSG00000149639
Not_differentially_expressed	-0.33	Refined nonISG	Other	Other	Other	HGNC:15867	NM_017798	NP_060268	ENST00000370339	YTHDF1	54915	ENSG00000149658
Up_regulated	1.59	Refined ISG	ISG	ISG	NonISG	HGNC:16263	NM_006779	NP_006770	ENST00000279249	CDC42EP2	10435	ENSG00000149798
Not_differentially_expressed	0	Refined nonISG	NonISG	Other	Other	HGNC:29248	NM_020776	NP_065827	ENST00000280020	KIAA1328	57536	ENSG00000150477
Up_regulated	1.23	Refined ISG	Other	Other	Other	HGNC:12682	NM_005429	NP_005420	ENST00000618562	VEGFC	7424	ENSG00000150630
Up_regulated	0.46	Refined ISG	Other	Other	Other	HGNC:10706	NM_014822	NP_055637	ENST00000280551	SEC24D	9871	ENSG00000150961
Up_regulated	0.76	Refined ISG	ISG	ISG	Other	HGNC:14254	NM_012118	NP_036250	ENST00000280614	NOCT	25819	ENSG00000151014
Down_regulated (IRG)	-0.61	Refined nonISG	Other	Other	Other	HGNC:26890	NM_153347	NP_699178	ENST00000280734	TMEM86A	144110	ENSG00000151117
Not_differentially_expressed	0.41	Refined nonISG	NonISG	Other	NonISG	HGNC:20739	NM_152230	NP_689416	ENST00000373935	IPMK	253430	ENSG00000151151
Not_differentially_expressed	-0.01	Refined nonISG	NonISG	Other	Other	HGNC:2904	NM_004747	NP_004738	ENST00000372391	DLG5	9231	ENSG00000151208
Up_regulated	3.35	Refined ISG	ISG	ISG	NonISG	HGNC:23295	NM_023930	NP_076419	ENST00000353172	KCTD14	65987	ENSG00000151364
Not_differentially_expressed	-0.14	Refined nonISG	NonISG	Other	Other	HGNC:16827	NM_006023	NP_006014	ENST00000281141	CDC123	8872	ENSG00000151465
Up_regulated	2.58	Refined ISG	Other	Other	Other	HGNC:26406	NM_144643	NP_653244	ENST00000281142	SCLT1	132320	ENSG00000151466
Up_regulated	1.54	Refined ISG	ISG	ISG	Other	HGNC:27025	NM_001099783	NP_001093253	ENST00000425929	C4orf33	132321	ENSG00000151470
Not_differentially_expressed	-0.23	Refined nonISG	Other	Other	Other	HGNC:29560	NM_014174	NP_054893	ENST00000341541	THYN1	29087	ENSG00000151500
Up_regulated	1.24	Refined ISG	ISG	ISG	Other	HGNC:18871	NM_172250	NP_758454	ENST00000649156	MMAA	166785	ENSG00000151611
Up_regulated	0.58	Refined ISG	ISG	Other	Other	HGNC:195	NM_003183	NP_003174	ENST00000310823	ADAM17	6868	ENSG00000151694
Up_regulated	0.74	Refined ISG	Other	Other	Other	HGNC:17795	NM_021818	NP_068590	ENST00000324679	SAV1	60485	ENSG00000151748
Not_differentially_expressed	0.11	Refined nonISG	NonISG	Other	Other	HGNC:15625	NM_015909	NP_056993	ENST00000281513	NBAS	51594	ENSG00000151779
Down_regulated (IRG)	-0.47	Refined nonISG	NonISG	Other	NonISG	HGNC:25799	NM_021927	NP_068746	ENST00000281543	GUF1	60558	ENSG00000151806
Up_regulated	0.47	Refined ISG	ISG	ISG	NonISG	HGNC:17272	NM_018451	NP_060921	ENST00000381884	CENPJ	55835	ENSG00000151849
Up_regulated	2.05	Refined ISG	ISG	ISG	NonISG	HGNC:26124	NM_024615	NP_078891	ENST00000281631	PARP8	79668	ENSG00000151883
Not_differentially_expressed	-0.44	Refined nonISG	NonISG	Other	NonISG	HGNC:20044	NM_024775	NP_079051	ENST00000281950	GEMIN6	79833	ENSG00000152147
Not_differentially_expressed	-0.38	Refined nonISG	NonISG	Other	NonISG	HGNC:26798	NM_152316	NP_689529	ENST00000282032	ARL14EP	120534	ENSG00000152219
Not_differentially_expressed	-0.43	Refined nonISG	NonISG	Other	Other	HGNC:33716	NM_205548	NP_991111	ENST00000282226	FAM151B	167555	ENSG00000152380
Up_regulated	1.03	Refined ISG	ISG	ISG	Other	HGNC:17512	NM_004272	NP_004263	ENST00000334082	HOMER1	9456	ENSG00000152413
Up_regulated	0.46	Refined ISG	ISG	Other	Other	HGNC:17642	NM_001033855	NP_001029027	ENST00000378278	DCLRE1C	64421	ENSG00000152457
Not_differentially_expressed	-0.08	Refined nonISG	NonISG	Other	Other	HGNC:1464	NM_001744	NP_001735	ENST00000282356	CAMK4	814	ENSG00000152495
Up_regulated	0.39	Refined ISG	Other	Other	Other	HGNC:30138	NM_052932	NP_443164	ENST00000398136	TMEM123	114908	ENSG00000152558
Up_regulated	3.34	Refined ISG	ISG	ISG	Other	HGNC:14545	NM_001139488	NP_001132960	ENST00000403687	RASGRP3	25780	ENSG00000152689
Up_regulated	1.58	Refined ISG	ISG	Other	Other	HGNC:28899	NM_180989	NP_851320	ENST00000376958	GPR180	160897	ENSG00000152749
Up_regulated	2.92	Refined ISG	ISG	ISG	ISG	HGNC:13328	NM_012420	NP_036552	ENST00000371795	IFIT5	24138	ENSG00000152778
Not_differentially_expressed	0.21	Refined nonISG	Other	Other	Other	HGNC:14217	NM_018401	NP_060871	ENST00000282908	STK32B	55351	ENSG00000152953
Up_regulated	0.8	Refined ISG	ISG	ISG	Other	HGNC:7981	NM_006186	NP_006177	ENST00000339562	NR4A2	4929	ENSG00000153234
Not_differentially_expressed	-0.09	Refined nonISG	Other	Other	Other	HGNC:21065	NM_004277	NP_004268	ENST00000371347	SLC25A27	9481	ENSG00000153291
Not_differentially_expressed	-0.17	Refined nonISG	NonISG	ISG	Other	HGNC:25718	NM_024830	NP_079106	ENST00000283415	LPCAT1	79888	ENSG00000153395
Not_differentially_expressed	0.02	Refined nonISG	NonISG	Other	Other	HGNC:365	NM_174858	NP_777283	ENST00000354567	AK5	26289	ENSG00000154027
Not_differentially_expressed	-0.21	Refined nonISG	NonISG	ISG	Other	HGNC:15549	NM_053279	NP_444509	ENST00000284486	FAM167A	83648	ENSG00000154319
Not_differentially_expressed	-0.4	Refined nonISG	NonISG	NonISG	Other	HGNC:18956	NM_145043	NP_659480	ENST00000284503	NEIL2	252969	ENSG00000154328
Up_regulated	0.62	Refined ISG	ISG	ISG	Other	HGNC:26302	NM_152271	NP_689484	ENST00000398246	LONRF1	91694	ENSG00000154359
Up_regulated	2.24	Refined ISG	ISG	ISG	NonISG	HGNC:16459	NM_001100420	NP_001093890	ENST00000284881	C21orf91	54149	ENSG00000154642
Not_differentially_expressed	0.22	Refined nonISG	Other	Other	Other	HGNC:14686	NM_021219	NP_067042	ENST00000480456	JAM2	58494	ENSG00000154721
Up_regulated	3.01	Refined ISG	Other	Other	Other	HGNC:26481	NM_144682	NP_653283	ENST00000285013	SLFN13	146857	ENSG00000154760
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	Other	Other	HGNC:28233	NM_052855	NP_443087	ENST00000285243	ANKRD40	91369	ENSG00000154945
Not_differentially_expressed	-0.05	Refined nonISG	NonISG	ISG	Other	HGNC:20582	NM_183075	NP_898898	ENST00000332884	CYP2U1	113612	ENSG00000155016
Up_regulated	0.79	Refined ISG	ISG	Other	Other	HGNC:11810	NM_005655	NP_005646	ENST00000285407	KLF10	7071	ENSG00000155090
Up_regulated	0.57	Refined ISG	Other	Other	Other	HGNC:25452	NM_018710	NP_061180	ENST00000285419	PIP4P2	55529	ENSG00000155099
Up_regulated	2.92	Refined ISG	Other	Other	Other	HGNC:23472	NM_031212	NP_112489	ENST00000370495	SLC25A28	81894	ENSG00000155287
Not_differentially_expressed	0.06	Refined nonISG	Other	Other	Other	HGNC:4571	NM_000827	NP_000818	ENST00000285900	GRIA1	2890	ENSG00000155511
Up_regulated	5.04	Refined ISG	ISG	Other	Other	HGNC:30034	NM_152309	NP_689522	ENST00000339364	PIK3AP1	118788	ENSG00000155629
Not_differentially_expressed	-0.18	Refined nonISG	Other	Other	Other	HGNC:12662	NM_003372	NP_003363	ENST00000286428	VBP1	7411	ENSG00000155959
Up_regulated	0.71	Refined ISG	ISG	ISG	Other	HGNC:2063	NM_001289	NP_001280	ENST00000369449	CLIC2	1193	ENSG00000155962
Not_differentially_expressed	-0.29	Refined nonISG	NonISG	Other	Other	HGNC:19854	NM_152445	NP_689658	ENST00000286544	FAM161B	145483	ENSG00000156050
Up_regulated	1.08	Refined ISG	Other	Other	Other	HGNC:30493	NM_001080435	NP_001073904	ENST00000286760	WHAMM	123720	ENSG00000156232
Not_differentially_expressed	-0.18	Refined nonISG	NonISG	Other	Other	HGNC:1623	NM_006585	NP_006576	ENST00000286788	CCT8	10694	ENSG00000156261
Up_regulated	2.54	Refined ISG	Other	Other	Other	HGNC:12490	NM_004223	NP_004214	ENST00000287156	UBE2L6	9246	ENSG00000156587
Not_differentially_expressed	-0.14	Refined nonISG	NonISG	NonISG	NonISG	HGNC:6875	NM_002754	NP_002745	ENST00000211287	MAPK13	5603	ENSG00000156711
Up_regulated	0.54	Refined ISG	ISG	Other	Other	HGNC:16731	NM_058229	NP_478136	ENST00000517956	FBXO32	114907	ENSG00000156804
Not_differentially_expressed	0.41	Refined nonISG	Other	Other	Other	HGNC:11329	NM_001048	NP_001039	ENST00000287641	SST	6750	ENSG00000157005
Down_regulated (IRG)	-0.72	Refined nonISG	NonISG	Other	Other	HGNC:8624	NM_007349	NP_031375	ENST00000404141	PAXIP1	22976	ENSG00000157212
Not_differentially_expressed	0.02	Refined nonISG	NonISG	NonISG	Other	HGNC:16985	NM_021004	NP_066284	ENST00000313250	DHRS4	10901	ENSG00000157326
Not_differentially_expressed	-0.24	Refined nonISG	NonISG	Other	Other	HGNC:1580	NM_004701	NP_004692	ENST00000288207	CCNB2	9133	ENSG00000157456
Up_regulated	1.4	Refined ISG	ISG	ISG	Other	HGNC:3489	NM_005239	NP_005230	ENST00000360938	ETS2	2114	ENSG00000157557
Up_regulated	9.89	Refined ISG	ISG	ISG	ISG	HGNC:7532	NM_002462	NP_002453	ENST00000398598	MX1	4599	ENSG00000157601
Up_regulated	1.17	Refined ISG	ISG	ISG	Other	HGNC:24513	NM_153045	NP_694590	ENST00000288502	TMEM268	203197	ENSG00000157693
Not_differentially_expressed	-0.24	Refined nonISG	Other	Other	Other	HGNC:21931	NM_173569	NP_775840	ENST00000473989	UBN2	254048	ENSG00000157741
Up_regulated	1.04	Refined ISG	Other	Other	Other	HGNC:20651	NM_207113	NP_996996	ENST00000326232	SLC37A3	84255	ENSG00000157800
Not_differentially_expressed	-0.52	Refined nonISG	NonISG	NonISG	Other	HGNC:22226	NM_018059	NP_060529	ENST00000399583	RADIL	55698	ENSG00000157927
Up_regulated	0.94	Refined ISG	ISG	Other	Other	HGNC:14053	NM_022061	NP_071344	ENST00000288937	MRPL17	63875	ENSG00000158042
Not_differentially_expressed	-0.15	Refined nonISG	Other	Other	Other	HGNC:27007	NM_182752	NP_877429	ENST00000378344	TPRG1L	127262	ENSG00000158109
Up_regulated	1.02	Refined ISG	ISG	ISG	Other	HGNC:16881	NM_153698	NP_714542	ENST00000375234	PRXL2C	195827	ENSG00000158122
Up_regulated	0.7	Refined ISG	ISG	Other	NonISG	HGNC:26551	NM_173543	NP_775814	ENST00000327532	DZIP1L	199221	ENSG00000158163
Down_regulated (IRG)	-0.56	Refined nonISG	NonISG	ISG	Other	HGNC:24295	NM_031913	NP_114119	ENST00000389567	ESYT3	83850	ENSG00000158220
Up_regulated	1.11	Refined ISG	ISG	ISG	Other	HGNC:14262	NM_015570	NP_056385	ENST00000342771	AUTS2	26053	ENSG00000158321
Up_regulated	3.72	Refined ISG	Other	Other	Other	HGNC:28743	NM_178562	NP_848657	ENST00000486685	TSPAN33	340348	ENSG00000158457
Not_differentially_expressed	0.08	Refined nonISG	NonISG	ISG	NonISG	HGNC:28804	NM_030792	NP_110419	ENST00000336898	GDPD5	81544	ENSG00000158555
Not_differentially_expressed	0.14	Refined nonISG	NonISG	Other	Other	HGNC:28856	NM_178841	NP_849163	ENST00000312838	RNF166	115992	ENSG00000158717
Up_regulated	1.23	Refined ISG	Other	Other	Other	HGNC:12593	NM_007122	NP_009053	ENST00000368021	USF1	7391	ENSG00000158773
Not_differentially_expressed	0.09	Refined nonISG	NonISG	Other	Other	HGNC:7828	NM_005600	NP_005591	ENST00000368009	NIT1	4817	ENSG00000158793
Not_differentially_expressed	-0.01	Refined nonISG	NonISG	Other	NonISG	HGNC:14581	NM_032409	NP_115785	ENST00000321556	PINK1	65018	ENSG00000158828
Up_regulated	0.55	Refined ISG	Other	Other	Other	HGNC:25847	NM_023079	NP_075567	ENST00000360943	UBE2Z	65264	ENSG00000159202
Not_differentially_expressed	0.07	Refined nonISG	Other	Other	Other	HGNC:17028	NM_007241	NP_009172	ENST00000502492	SNF8	11267	ENSG00000159210
Not_differentially_expressed	0.1	Refined nonISG	NonISG	Other	Other	HGNC:28866	NM_006546	NP_006537	ENST00000290341	IGF2BP1	10642	ENSG00000159217
Up_regulated	0.77	Refined ISG	ISG	ISG	NonISG	HGNC:1548	NM_001757	NP_001748	ENST00000290349	CBR1	873	ENSG00000159228
Up_regulated	1.51	Refined ISG	ISG	ISG	NonISG	HGNC:1549	NM_001236	NP_001227	ENST00000290354	CBR3	874	ENSG00000159231
Up_regulated	0.66	Refined ISG	ISG	ISG	Other	HGNC:23572	NM_015358	NP_056173	ENST00000400485	MORC3	23515	ENSG00000159256
Up_regulated	0.45	Refined ISG	ISG	ISG	Other	HGNC:1246	NM_001733	NP_001724	ENST00000647956	C1R	715	ENSG00000159403
Not_differentially_expressed	0.05	Refined nonISG	Other	Other	Other	HGNC:19162	NM_020759	NP_065810	ENST00000290607	STARD9	57519	ENSG00000159433
Not_differentially_expressed	0.3	Refined nonISG	Other	Other	Other	HGNC:11253	NM_012445	NP_036577	ENST00000290902	SPON2	10417	ENSG00000159674
Not_differentially_expressed	-0.22	Refined nonISG	NonISG	NonISG	Other	HGNC:28184	NM_032343	NP_115719	ENST00000290913	CHCHD6	84303	ENSG00000159685
Up_regulated	1.98	Refined ISG	ISG	ISG	Other	HGNC:26397	NM_001031749	NP_001026919	ENST00000377950	LYPD5	284348	ENSG00000159871
Up_regulated	1.21	Refined ISG	ISG	Other	NonISG	HGNC:26599	NM_173510	NP_775781	ENST00000249064	CCDC117	150275	ENSG00000159873
Up_regulated	1.99	Refined ISG	ISG	ISG	Other	HGNC:9602	NM_000960	NP_000951	ENST00000291294	PTGIR	5739	ENSG00000160013
Not_differentially_expressed	0.07	Refined nonISG	NonISG	Other	Other	HGNC:4057	NM_001360016	NP_001346945	ENST00000393562	G6PD	2539	ENSG00000160211
Down_regulated (IRG)	-0.71	Refined nonISG	Other	Other	Other	HGNC:18785	NM_003683	NP_003674	ENST00000497547	RRP1	8568	ENSG00000160214
Up_regulated	0.94	Refined ISG	ISG	ISG	Other	HGNC:326	NM_020132	NP_064517	ENST00000291572	AGPAT3	56894	ENSG00000160216
Not_differentially_expressed	-0.19	Refined nonISG	NonISG	Other	NonISG	HGNC:6946	NM_003906	NP_003897	ENST00000291688	MCM3AP	8888	ENSG00000160294
Down_regulated (IRG)	-0.65	Refined nonISG	NonISG	Other	Other	HGNC:19978	NM_001145971	NP_001139443	ENST00000415061	RDH13	112724	ENSG00000160439
Up_regulated	1.99	Refined ISG	ISG	ISG	ISG	HGNC:225	NM_001111	NP_001102	ENST00000368474	ADAR	103	ENSG00000160710
Not_differentially_expressed	0.16	Refined nonISG	NonISG	Other	NonISG	HGNC:27301	NM_181715	NP_859066	ENST00000368633	CRTC2	200186	ENSG00000160741
Not_differentially_expressed	0.02	Refined nonISG	NonISG	Other	NonISG	HGNC:28320	NM_145030	NP_659467	ENST00000292330	PPP1R35	221908	ENSG00000160813
Not_differentially_expressed	-0.02	Refined nonISG	NonISG	Other	Other	HGNC:24225	NM_017527	NP_059997	ENST00000292430	LY6K	54742	ENSG00000160886
Up_regulated	2.18	Refined ISG	ISG	ISG	Other	HGNC:28871	NM_004907	NP_004898	ENST00000292433	IER2	9592	ENSG00000160888
Not_differentially_expressed	0.1	Refined nonISG	Other	Other	Other	HGNC:18178	NM_016208	NP_057292	ENST00000292510	VPS28	51160	ENSG00000160948
Not_differentially_expressed	0.13	Refined nonISG	NonISG	Other	Other	HGNC:7048	NM_014275	NP_055090	ENST00000292591	MGAT4B	11282	ENSG00000161013
Down_regulated (IRG)	-0.5	Refined nonISG	NonISG	Other	Other	HGNC:21769	NM_152892	NP_690852	ENST00000292616	LRWD1	222229	ENSG00000161036
Up_regulated	0.99	Refined ISG	ISG	Other	Other	HGNC:28299	NM_174983	NP_778148	ENST00000355415	MFSD12	126321	ENSG00000161091
Not_differentially_expressed	0.23	Refined nonISG	NonISG	Other	NonISG	HGNC:25063	NM_033317	NP_201574	ENST00000339686	DMKN	93099	ENSG00000161249
Not_differentially_expressed	-0.24	Refined nonISG	NonISG	Other	NonISG	HGNC:1027	NM_203314	NP_976059	ENST00000392379	BDH1	622	ENSG00000161267
Not_differentially_expressed	-0.14	Refined nonISG	Other	Other	Other	HGNC:30480	NM_198475	NP_940877	ENST00000293443	FAM171A2	284069	ENSG00000161682
Up_regulated	1.19	Refined ISG	ISG	Other	Other	HGNC:17883	NM_145663	NP_663696	ENST00000315005	DBF4B	80174	ENSG00000161692
Not_differentially_expressed	-0.11	Refined nonISG	NonISG	NonISG	Other	HGNC:9061	NM_133373	NP_588614	ENST00000619929	PLCD3	113026	ENSG00000161714
Down_regulated (IRG)	-1.22	Refined nonISG	NonISG	Other	NonISG	HGNC:18707	NM_181711	NP_859062	ENST00000293662	TAMALIN	160622	ENSG00000161835
Not_differentially_expressed	0.14	Refined nonISG	NonISG	Other	NonISG	HGNC:32687	NM_001001683	NP_001001683	ENST00000293777	MED11	400569	ENSG00000161920
Not_differentially_expressed	0	Refined nonISG	Other	Other	Other	HGNC:17862	NM_015670	NP_056485	ENST00000321337	SENP3	26168	ENSG00000161956
Not_differentially_expressed	0.16	Refined nonISG	NonISG	Other	NonISG	HGNC:10327	NM_000987	NP_000978	ENST00000648839	RPL26	6154	ENSG00000161970
Not_differentially_expressed	-0.23	Refined nonISG	Other	Other	Other	HGNC:26960	NM_145294	NP_660337	ENST00000293879	WDR90	197335	ENSG00000161996
Not_differentially_expressed	-0.29	Refined nonISG	NonISG	Other	NonISG	HGNC:9377	NM_006252	NP_006243	ENST00000371244	PRKAA2	5563	ENSG00000162409
Not_differentially_expressed	0.23	Refined nonISG	NonISG	ISG	Other	HGNC:29041	NM_014851	NP_055666	ENST00000377658	KLHL21	9903	ENSG00000162413
Up_regulated	0.88	Refined ISG	ISG	ISG	NonISG	HGNC:363	NM_013410	NP_037542	ENST00000327299	AK4	205	ENSG00000162433
Not_differentially_expressed	0.04	Refined nonISG	NonISG	ISG	Other	HGNC:3232	NM_001409	NP_001400	ENST00000356575	MEGF6	1953	ENSG00000162591
Up_regulated	3.67	Refined ISG	ISG	ISG	Other	HGNC:4183	NM_004120	NP_004111	ENST00000370466	GBP2	2634	ENSG00000162645
Up_regulated	3.59	Refined ISG	ISG	ISG	ISG	HGNC:785	NM_001674	NP_001665	ENST00000341491	ATF3	467	ENSG00000162772
Up_regulated	1.52	Refined ISG	ISG	ISG	Other	HGNC:26192	NM_024901	NP_079177	ENST00000357640	DENND2D	79961	ENSG00000162777
Up_regulated	0.56	Refined ISG	ISG	Other	Other	HGNC:26512	NM_144695	NP_653296	ENST00000340934	BROX	148362	ENSG00000162819
Not_differentially_expressed	-0.43	Refined nonISG	NonISG	ISG	Other	HGNC:25484	NM_018012	NP_060482	ENST00000407071	KIF26B	55083	ENSG00000162849
Down_regulated (IRG)	-0.78	Refined nonISG	Other	Other	Other	HGNC:18559	NM_022366	NP_071761	ENST00000366514	TFB2M	64216	ENSG00000162851
Up_regulated	1.49	Refined ISG	ISG	Other	NonISG	HGNC:20743	NM_145175	NP_660158	ENST00000295092	LRATD1	151354	ENSG00000162981
Not_differentially_expressed	-0.24	Refined nonISG	NonISG	NonISG	Other	HGNC:26453	NM_152385	NP_689598	ENST00000401408	CLHC1	130162	ENSG00000162994
Not_differentially_expressed	-0.46	Refined nonISG	NonISG	NonISG	NonISG	HGNC:29797	NM_138285	NP_612142	ENST00000295119	NUP35	129401	ENSG00000163002
Down_regulated (IRG)	-0.91	Refined nonISG	NonISG	Other	NonISG	HGNC:26157	NM_025203	NP_079479	ENST00000295148	WDCP	80304	ENSG00000163026
Not_differentially_expressed	-0.03	Refined nonISG	Other	Other	Other	HGNC:29579	NM_145263	NP_660306	ENST00000295213	SPATA18	132671	ENSG00000163071
Up_regulated	2.03	Refined ISG	ISG	ISG	Other	HGNC:7391	NM_002448	NP_002439	ENST00000382723	MSX1	4487	ENSG00000163132
Up_regulated	1.52	Refined ISG	ISG	ISG	NonISG	HGNC:23137	NM_173647	NP_775918	ENST00000295317	RNF149	284996	ENSG00000163162
Not_differentially_expressed	-0.35	Refined nonISG	NonISG	Other	Other	HGNC:20086	NM_198963	NP_945314	ENST00000457308	DHX57	90957	ENSG00000163214
Up_regulated	2.64	Refined ISG	ISG	ISG	Other	HGNC:4043	NM_003468	NP_003459	ENST00000295417	FZD5	7855	ENSG00000163251
Not_differentially_expressed	-0.27	Refined nonISG	NonISG	NonISG	NonISG	HGNC:21526	NM_138335	NP_612208	ENST00000295448	GNPDA2	132789	ENSG00000163281
Up_regulated	1.13	Refined ISG	ISG	ISG	Other	HGNC:21732	NM_058172	NP_477520	ENST00000403729	ANTXR2	118429	ENSG00000163297
Up_regulated	0.4	Refined ISG	ISG	ISG	Other	HGNC:1888	NM_001008390	NP_001008391	ENST00000482016	CGGBP1	8545	ENSG00000163320
Not_differentially_expressed	0.02	Refined nonISG	NonISG	Other	Other	HGNC:9141	NM_006556	NP_006547	ENST00000368467	PMVK	10654	ENSG00000163344
Not_differentially_expressed	0.02	Refined nonISG	NonISG	Other	Other	HGNC:799	NM_000701	NP_000692	ENST00000295598	ATP1A1	476	ENSG00000163399
Up_regulated	0.91	Refined ISG	ISG	ISG	Other	HGNC:31837	NM_001134651	NP_001128123	ENST00000425534	EIF4E3	317649	ENSG00000163412
Down_regulated (IRG)	-1.1	Refined nonISG	NonISG	Other	Other	HGNC:6647	NM_012134	NP_036266	ENST00000367288	LMOD1	25802	ENSG00000163431
Not_differentially_expressed	-0.07	Refined nonISG	Other	Other	Other	HGNC:20173	NM_138391	NP_612400	ENST00000367242	TMEM183A	92703	ENSG00000163444
Not_differentially_expressed	-0.4	Refined nonISG	Other	Other	Other	HGNC:19019	NM_025058	NP_079334	ENST00000334634	TRIM46	80128	ENSG00000163462
